"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2012Q4","PRINTING AND REPRODUCTION","3,095.75","3,095.75"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","228,737.12","228,737.12"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","47,570.55","47,570.55"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2012Q4","EQUIPMENT","202,516.54","202,516.54"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","288,684.74","288,684.74"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2012Q4","TRAVEL","1,378.39","1,378.39"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2012Q4","RENT, COMMUNICATION, UTILITIES","1,397.71","1,397.71"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2012Q4","PRINTING AND REPRODUCTION","2,536.05","2,536.05"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","1,135.92","1,135.92"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","5,295.74","5,295.74"
"OFFICE OF GENERAL COUNSEL","FISCAL YEAR 2013","2012Q4","EQUIPMENT","506.17","506.17"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","1,791,727.65","1,791,727.65"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2012Q4","RENT, COMMUNICATION, UTILITIES","46.54","46.54"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2012Q4","PRINTING AND REPRODUCTION","165.20","165.20"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","238.99","238.99"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","284.49","284.49"
"OFFICE OF THE CHAPLAIN","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","43,125.00","43,125.00"
"OFFICE OF THE CHAPLAIN","FISCAL YEAR 2013","2012Q4","PRINTING AND REPRODUCTION","1.60","1.60"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","294,750.00","294,750.00"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2013","2012Q4","RENT, COMMUNICATION, UTILITIES","18,386.58","18,386.58"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2013","2012Q4","PRINTING AND REPRODUCTION","41.45","41.45"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","1,111.62","1,111.62"
"OFFICE OF THE PARLIAMENTARIAN","FISCAL YEAR 2013","2012Q4","EQUIPMENT","1,176.00","1,176.00"
"COMPILATION OF PRECEDENTS","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","101,666.64","101,666.64"
"TECHNICAL ASSISTANTS","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","108,526.77","108,526.77"
"TECHNICAL ASSISTANTS","FISCAL YEAR 2013","2012Q4","PRINTING AND REPRODUCTION","19.20","19.20"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","30,940.08","30,940.08"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2013","2012Q4","RENT, COMMUNICATION, UTILITIES","1,347.26","1,347.26"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","12,500.00","12,500.00"
"OFFICE OF THE FORMER SPEAKER","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","185.76","185.76"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","689,958.54","689,958.54"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2012Q4","TRAVEL","8,987.91","8,987.91"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2012Q4","RENT, COMMUNICATION, UTILITIES","11,694.76","11,694.76"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2012Q4","PRINTING AND REPRODUCTION","777.38","777.38"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","15,145.39","15,145.39"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","2,996.55","2,996.55"
"OFFICE OF INSPECTOR GENERAL","FISCAL YEAR 2013","2012Q4","EQUIPMENT","1,710.00","1,710.00"
"OFFICE OF THE HISTORIAN","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","39,999.99","39,999.99"
"OFFICE OF THE HISTORIAN","FISCAL YEAR 2013","2012Q4","EQUIPMENT","245.70","245.70"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","524,497.23","524,497.23"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2012Q4","TRAVEL","19.00","19.00"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2012Q4","RENT, COMMUNICATION, UTILITIES","1,735.61","1,735.61"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","1,510.00","1,510.00"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","4,629.88","4,629.88"
"LAW REVISION COUNSEL","FISCAL YEAR 2013","2012Q4","EQUIPMENT","1,233.20","1,233.20"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2012Q4","FRANKED MAIL","15.29","15.29"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","1,863,841.64","1,863,841.64"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2012Q4","RENT, COMMUNICATION, UTILITIES","6,697.16","6,697.16"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2012Q4","PRINTING AND REPRODUCTION","76.80","76.80"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","6,220.83","6,220.83"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","9,488.12","9,488.12"
"LEGISLATIVE COUNSEL","FISCAL YEAR 2013","2012Q4","EQUIPMENT","3,920.46","3,920.46"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","50,973.92","50,973.92"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2013","2012Q4","RENT, COMMUNICATION, UTILITIES","708.23","708.23"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","389.55","389.55"
"INTERPARLIAMENTARY AFFAIRS","FISCAL YEAR 2013","2012Q4","EQUIPMENT","570.00","570.00"
"CAO ADVANCED BUSINESS SOLUTION","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","438,805.97","438,805.97"
"TECHNOLOGY INFRASTRUCTURE","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","13,380.63","13,380.63"
"IMMEDIATE OFFICE","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","16,130.00","16,130.00"
"IMMEDIATE OFFICE","FISCAL YEAR 2013","2012Q4","EQUIPMENT","70,107.18","70,107.18"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","50,925.00","50,925.00"
"CLERK OF THE HOUSE","FISCAL YEAR 2013","2012Q4","EQUIPMENT","3,755.80","3,755.80"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","394,683.33","394,683.33"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2012Q4","TRAVEL","20.00","20.00"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2012Q4","PRINTING AND REPRODUCTION","88.39","88.39"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","415.11","415.11"
"SERGEANT AT ARMS","FISCAL YEAR 2013","2012Q4","EQUIPMENT","4,054.00","4,054.00"
"OEM","FISCAL YEAR 2013","2012Q4","TRAVEL","9,644.83","9,644.83"
"OEM","FISCAL YEAR 2013","2012Q4","TRAVEL","22,716.94","22,716.94"
"OEM","FISCAL YEAR 2013","2012Q4","RENT, COMMUNICATION, UTILITIES","40,126.04","40,126.04"
"OEM","FISCAL YEAR 2013","2012Q4","PRINTING AND REPRODUCTION","7,534.90","7,534.90"
"OEM","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","363,165.11","363,165.11"
"OEM","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","102,355.22","102,355.22"
"OEM","FISCAL YEAR 2013","2012Q4","EQUIPMENT","185,341.31","185,341.31"
"IMMEDIATE OFFICE - HTS","FISCAL YEAR 2013","2012Q4","EQUIPMENT","-79.04","-79.04"
"HOUSE INFORMATION RES - HTS","FISCAL YEAR 2013","2012Q4","EQUIPMENT","-120,407.64","-120,407.64"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","71,330.39","71,330.39"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2013","2012Q4","EQUIPMENT","33,410.00","33,410.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2013","2012Q4","RENT, COMMUNICATION, UTILITIES","14,400.00","14,400.00"
"LIFE CYCLE REPLACEMENT","FISCAL YEAR 2013","2012Q4","EQUIPMENT","18,372.43","18,372.43"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2012Q4","TRAVEL","13,759.63","13,759.63"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2012Q4","PRINTING AND REPRODUCTION","491.40","491.40"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","300.00","300.00"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","1,681.96","1,681.96"
"CHIEF ADMIN OFCR OF THE HOUSE","FISCAL YEAR 2013","2012Q4","PERSONNEL COMPENSATION","420,168.17","420,168.17"
"HOUSE RECORDING STUDIO","FISCAL YEAR 2013","2012Q4","OTHER SERVICES","1,579.10","1,579.10"
"HOUSE RECORDING STUDIO","FISCAL YEAR 2013","2012Q4","SUPPLIES AND MATERIALS","27.88","27.88"
"HON. GARY L. ACKERMAN","2012","2012Q4","FRANKED MAIL","1,348.76","228.79"
"HON. GARY L. ACKERMAN","2012","2012Q4","PERSONNEL COMPENSATION","1,079,754.81","401,072.21"
"HON. GARY L. ACKERMAN","2012","2012Q4","TRAVEL","10,913.73","1,516.54"
"HON. GARY L. ACKERMAN","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","117,721.46","29,217.51"
"HON. GARY L. ACKERMAN","2012","2012Q4","PRINTING AND REPRODUCTION","1,966.36","337.48"
"HON. GARY L. ACKERMAN","2012","2012Q4","OTHER SERVICES","30,898.46","7,782.44"
"HON. GARY L. ACKERMAN","2012","2012Q4","SUPPLIES AND MATERIALS","15,218.92","808.18"
"HON. GARY L. ACKERMAN","2012","2012Q4","EQUIPMENT","2,438.96","538.74"
"HON. SANDY ADAMS","2012","2012Q4","FRANKED MAIL","94,462.76","4,241.62"
"HON. SANDY ADAMS","2012","2012Q4","PERSONNEL COMPENSATION","882,460.32","270,488.55"
"HON. SANDY ADAMS","2012","2012Q4","TRAVEL","21,360.01","4,323.18"
"HON. SANDY ADAMS","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","52,714.65","11,985.67"
"HON. SANDY ADAMS","2012","2012Q4","PRINTING AND REPRODUCTION","116,058.17","84.10"
"HON. SANDY ADAMS","2012","2012Q4","OTHER SERVICES","62,228.20","9,243.30"
"HON. SANDY ADAMS","2012","2012Q4","SUPPLIES AND MATERIALS","3,855.80","970.02"
"HON. SANDY ADAMS","2012","2012Q4","EQUIPMENT","4,636.57","736.24"
"HON. ROBERT B. ADERHOLT","2012","2012Q4","FRANKED MAIL","7,579.27","2,755.96"
"HON. ROBERT B. ADERHOLT","2012","2012Q4","PERSONNEL COMPENSATION","955,668.36","270,889.16"
"HON. ROBERT B. ADERHOLT","2012","2012Q4","TRAVEL","58,451.89","19,137.42"
"HON. ROBERT B. ADERHOLT","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","74,791.57","18,247.68"
"HON. ROBERT B. ADERHOLT","2012","2012Q4","PRINTING AND REPRODUCTION","7,439.47","746.90"
"HON. ROBERT B. ADERHOLT","2012","2012Q4","OTHER SERVICES","61,325.37","10,831.53"
"HON. ROBERT B. ADERHOLT","2012","2012Q4","SUPPLIES AND MATERIALS","22,300.68","8,857.52"
"HON. ROBERT B. ADERHOLT","2012","2012Q4","EQUIPMENT","2,958.89","1,968.89"
"HON. W. TODD AKIN","2012","2012Q4","FRANKED MAIL","39,131.13","8,185.92"
"HON. W. TODD AKIN","2012","2012Q4","PERSONNEL COMPENSATION","995,641.59","391,987.39"
"HON. W. TODD AKIN","2012","2012Q4","TRAVEL","29,167.51","7,346.62"
"HON. W. TODD AKIN","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","78,160.45","14,624.11"
"HON. W. TODD AKIN","2012","2012Q4","PRINTING AND REPRODUCTION","1,488.21","1,347.60"
"HON. W. TODD AKIN","2012","2012Q4","OTHER SERVICES","24,654.00","6,163.50"
"HON. W. TODD AKIN","2012","2012Q4","SUPPLIES AND MATERIALS","6,386.44","1,742.55"
"HON. W. TODD AKIN","2012","2012Q4","EQUIPMENT","3,182.88","795.72"
"HON. RODNEY ALEXANDER","2012","2012Q4","FRANKED MAIL","13,607.59","1,661.80"
"HON. RODNEY ALEXANDER","2012","2012Q4","PERSONNEL COMPENSATION","1,003,904.53","328,908.34"
"HON. RODNEY ALEXANDER","2012","2012Q4","TRAVEL","84,440.96","20,703.93"
"HON. RODNEY ALEXANDER","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","92,748.98","24,503.02"
"HON. RODNEY ALEXANDER","2012","2012Q4","PRINTING AND REPRODUCTION","3,009.93","2,018.28"
"HON. RODNEY ALEXANDER","2012","2012Q4","OTHER SERVICES","41,640.46","10,792.08"
"HON. RODNEY ALEXANDER","2012","2012Q4","SUPPLIES AND MATERIALS","19,426.06","6,029.81"
"HON. RODNEY ALEXANDER","2012","2012Q4","EQUIPMENT","6,013.94","197.01"
"HON. JASON ALTMIRE","2012","2012Q4","FRANKED MAIL","25,633.43","1,041.56"
"HON. JASON ALTMIRE","2012","2012Q4","PERSONNEL COMPENSATION","798,902.36","220,642.65"
"HON. JASON ALTMIRE","2012","2012Q4","TRAVEL","37,487.62","5,557.69"
"HON. JASON ALTMIRE","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","82,945.59","15,548.11"
"HON. JASON ALTMIRE","2012","2012Q4","PRINTING AND REPRODUCTION","29,445.72","140.20"
"HON. JASON ALTMIRE","2012","2012Q4","OTHER SERVICES","42,946.86","11,528.31"
"HON. JASON ALTMIRE","2012","2012Q4","SUPPLIES AND MATERIALS","11,974.86","1,918.68"
"HON. JASON ALTMIRE","2012","2012Q4","EQUIPMENT","8,090.40","1,910.10"
"HON. JUSTIN A. AMASH","2012","2012Q4","FRANKED MAIL","22,567.87","519.04"
"HON. JUSTIN A. AMASH","2012","2012Q4","PERSONNEL COMPENSATION","818,997.80","230,866.64"
"HON. JUSTIN A. AMASH","2012","2012Q4","TRAVEL","32,425.03","4,410.61"
"HON. JUSTIN A. AMASH","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","65,246.29","16,226.91"
"HON. JUSTIN A. AMASH","2012","2012Q4","PRINTING AND REPRODUCTION","21,913.35","0.00"
"HON. JUSTIN A. AMASH","2012","2012Q4","OTHER SERVICES","27,642.93","7,695.31"
"HON. JUSTIN A. AMASH","2012","2012Q4","SUPPLIES AND MATERIALS","6,405.98","798.48"
"HON. JUSTIN A. AMASH","2012","2012Q4","EQUIPMENT","5,598.51","1,176.00"
"HON. MARK E. AMODEI","2012","2012Q4","FRANKED MAIL","65,593.74","18,653.09"
"HON. MARK E. AMODEI","2012","2012Q4","PERSONNEL COMPENSATION","776,763.94","224,386.07"
"HON. MARK E. AMODEI","2012","2012Q4","TRAVEL","91,757.11","13,988.27"
"HON. MARK E. AMODEI","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","125,792.82","29,300.93"
"HON. MARK E. AMODEI","2012","2012Q4","PRINTING AND REPRODUCTION","108,883.56","2,441.55"
"HON. MARK E. AMODEI","2012","2012Q4","OTHER SERVICES","27,045.85","7,092.41"
"HON. MARK E. AMODEI","2012","2012Q4","SUPPLIES AND MATERIALS","25,287.91","15,716.76"
"HON. MARK E. AMODEI","2012","2012Q4","EQUIPMENT","3,580.75","1,632.25"
"HON. ROBERT E. ANDREWS","2012","2012Q4","FRANKED MAIL","4,800.57","1,789.61"
"HON. ROBERT E. ANDREWS","2012","2012Q4","PERSONNEL COMPENSATION","833,681.22","275,561.62"
"HON. ROBERT E. ANDREWS","2012","2012Q4","TRAVEL","14,502.97","2,449.50"
"HON. ROBERT E. ANDREWS","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","115,794.98","28,998.15"
"HON. ROBERT E. ANDREWS","2012","2012Q4","PRINTING AND REPRODUCTION","1,482.92","774.22"
"HON. ROBERT E. ANDREWS","2012","2012Q4","OTHER SERVICES","33,635.03","6,737.51"
"HON. ROBERT E. ANDREWS","2012","2012Q4","SUPPLIES AND MATERIALS","9,940.40","3,885.54"
"HON. ROBERT E. ANDREWS","2012","2012Q4","EQUIPMENT","4,116.00","1,029.00"
"HON. STEVE AUSTRIA","2012","2012Q4","FRANKED MAIL","33,996.54","1,727.14"
"HON. STEVE AUSTRIA","2012","2012Q4","PERSONNEL COMPENSATION","987,087.67","349,500.98"
"HON. STEVE AUSTRIA","2012","2012Q4","TRAVEL","62,190.34","15,646.05"
"HON. STEVE AUSTRIA","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","108,219.30","32,994.20"
"HON. STEVE AUSTRIA","2012","2012Q4","PRINTING AND REPRODUCTION","22,761.23","692.71"
"HON. STEVE AUSTRIA","2012","2012Q4","OTHER SERVICES","26,345.90","7,037.90"
"HON. STEVE AUSTRIA","2012","2012Q4","SUPPLIES AND MATERIALS","14,316.97","1,121.90"
"HON. STEVE AUSTRIA","2012","2012Q4","EQUIPMENT","2,109.54","465.06"
"HON. JOE BACA","2012","2012Q4","FRANKED MAIL","30,453.23","669.63"
"HON. JOE BACA","2012","2012Q4","PERSONNEL COMPENSATION","1,047,822.16","235,430.00"
"HON. JOE BACA","2012","2012Q4","TRAVEL","41,890.28","8,552.93"
"HON. JOE BACA","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","71,049.98","17,326.13"
"HON. JOE BACA","2012","2012Q4","PRINTING AND REPRODUCTION","23,684.10","145.90"
"HON. JOE BACA","2012","2012Q4","OTHER SERVICES","46,108.00","11,090.00"
"HON. JOE BACA","2012","2012Q4","SUPPLIES AND MATERIALS","17,850.79","2,380.45"
"HON. JOE BACA","2012","2012Q4","EQUIPMENT","3,442.32","751.50"
"HON. MICHELE BACHMANN","2012","2012Q4","FRANKED MAIL","52,977.34","1,973.42"
"HON. MICHELE BACHMANN","2012","2012Q4","PERSONNEL COMPENSATION","927,129.56","225,485.81"
"HON. MICHELE BACHMANN","2012","2012Q4","TRAVEL","71,686.97","8,974.64"
"HON. MICHELE BACHMANN","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","100,062.89","22,568.98"
"HON. MICHELE BACHMANN","2012","2012Q4","PRINTING AND REPRODUCTION","50,221.13","613.34"
"HON. MICHELE BACHMANN","2012","2012Q4","OTHER SERVICES","23,078.25","6,163.50"
"HON. MICHELE BACHMANN","2012","2012Q4","SUPPLIES AND MATERIALS","14,675.29","3,406.72"
"HON. MICHELE BACHMANN","2012","2012Q4","EQUIPMENT","3,918.27","1,037.37"
"HON. SPENCER BACHUS","2012","2012Q4","FRANKED MAIL","9,313.79","3,086.27"
"HON. SPENCER BACHUS","2012","2012Q4","PERSONNEL COMPENSATION","959,778.52","280,285.87"
"HON. SPENCER BACHUS","2012","2012Q4","TRAVEL","48,102.33","9,118.87"
"HON. SPENCER BACHUS","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","65,143.21","15,537.57"
"HON. SPENCER BACHUS","2012","2012Q4","PRINTING AND REPRODUCTION","13,593.32","3,754.25"
"HON. SPENCER BACHUS","2012","2012Q4","OTHER SERVICES","45,653.10","10,684.65"
"HON. SPENCER BACHUS","2012","2012Q4","SUPPLIES AND MATERIALS","24,989.62","3,755.92"
"HON. SPENCER BACHUS","2012","2012Q4","EQUIPMENT","8,679.62","1,277.25"
"HON. TAMMY BALDWIN","2012","2012Q4","FRANKED MAIL","4,448.68","1,853.39"
"HON. TAMMY BALDWIN","2012","2012Q4","PERSONNEL COMPENSATION","1,019,198.45","247,323.48"
"HON. TAMMY BALDWIN","2012","2012Q4","TRAVEL","36,168.81","9,988.26"
"HON. TAMMY BALDWIN","2012","2012Q4","RENT, COMMUNICATION, UTILITIES","99,199.93","24,325.96"
"HON. TAMMY BALDWIN","2012","2012Q4","PRINTING AND REPRODUCTION","1,261.84","134.27"
"HON. TAMMY BALDWIN","2012","2012Q4","OTHER SERVICES","30,775.96","6,527.24"
